ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
9400ZZGLCOW1,gladagm,,,Cowcaddens SPT Subway Station,,,,Station building,,Cowcaddens Road,,,,Inner Circle,,,ES003921,Glasgow,,,,,,,0,UKOS,258681,666182,-4.25992950662,55.86802740721,PLT,,,,,,147,2010-12-06T17:55:00,2012-09-14T09:58:00,2,revise,active
9400ZZGLCOW2,gladagp,,,Cowcaddens SPT Subway Station,,,,Station building,,Cowcaddens Road,,,,Outer Circle,,,ES003921,Glasgow,,,,,,,0,UKOS,258681,666192,-4.25993472287,55.86811718597,PLT,,,,,,147,2010-12-06T17:57:00,2012-09-14T09:59:00,2,revise,active
9400ZZGLGOV,gladagt,,,Govan SPT Subway Station,,,,Station building,,Govan Road,,,,,,,ES001639,Govan,Glasgow,,,,,,0,UKOS,255489,665645,-4.31060695954,55.8622596831,MET,,,,,,147,2005-09-26T00:00:00,2012-09-14T09:59:00,2,revise,active
9400ZZGLGOV1,gladagw,,,Govan SPT Subway Station,,,,Station building,,Govan Road,,,,Inner Circle,,,ES001639,Govan,Glasgow,,,,,,0,UKOS,255493,665645,-4.31054310491,55.86226088251,PLT,,,,,,147,2010-12-06T17:59:00,2014-01-10T15:54:00,3,revise,active
9400ZZGLGOV2,gladaja,,,Govan SPT Subway Station,,,,Station building,,Govan Road,,,,Outer Circle,,,ES001639,Govan,Glasgow,,,,,,0,UKOS,255486,665645,-4.3106548505,55.86225878351,PLT,,,,,,147,2010-12-06T18:00:00,2014-01-10T15:54:00,3,revise,active
9400ZZGLHIL,gladajd,,,Hillhead SPT Subway Station,,,,Jct Ruthven Street,,Byres Road,,,,,,,N0072798,Hillhead,Glasgow,,,,,,1,UKOS,256613,667052,-4.29340831336,55.87522699462,MET,,,,,,147,2005-09-26T00:00:00,2012-09-14T10:01:00,2,revise,active
9400ZZGLHIL1,gladajg,,,Hillhead SPT Subway Station,,,,Jct Ruthven Street,,Byres Road,,,,Inner Circle,,,N0072798,Hillhead,Glasgow,,,,,,0,UKOS,256613,667047,-4.29340566591,55.87518210634,PLT,,,,,,147,2010-12-06T18:02:00,2012-09-14T10:02:00,2,revise,active
9400ZZGLHIL2,gladajm,,,Hillhead SPT Subway Station,,,,Jct Ruthven Street,,Byres Road,,,,Outer Circle,,,N0072798,Hillhead,Glasgow,,,,,,0,UKOS,256613,667057,-4.29341096081,55.87527188291,PLT,,,,,,147,2010-12-06T18:03:00,2012-09-14T10:03:00,2,revise,active
9400ZZGLIBX,gladajp,,,Ibrox SPT Subway Station,,,,Station building,,Copland Road,,,,,,,N0076056,Cessnock,Glasgow,,,,,,1,UKOS,255832,664780,-4.30467139431,55.85459678089,MET,,,,,,147,2005-09-26T00:00:00,2012-09-14T10:03:00,1,revise,active
9400ZZGLIBX1,gladajt,,,Ibrox SPT Subway Station,,,,Station building,,Copland Road,,,,Inner Circle,,,N0076056,Cessnock,Glasgow,,,,,,0,UKOS,255832,664785,-4.30467405269,55.85464166897,PLT,,,,,,147,2010-12-06T18:04:00,2012-09-14T10:04:00,2,revise,active
9400ZZGLIBX2,gladajw,,,Ibrox SPT Subway Station,,,,Station building,,Copland Road,,,,Outer Circle,,,N0076056,Cessnock,Glasgow,,,,,,0,UKOS,255832,664775,-4.30466873593,55.85455189281,PLT,,,,,,147,2010-12-06T18:06:00,2012-09-14T10:04:00,2,revise,active
9400ZZGLKEB,gladama,,,Kelvinbridge SPT Subway Station,,,,Jct of Bank Street,,Off Great Western Road,,,,,,,N0076062,Kelvinbridge,Glasgow,,,,,,0,UKOS,257474,666920,-4.27958927553,55.8742974606,MET,,,,,,147,2006-01-30T00:00:00,2012-09-14T10:05:00,1,revise,active
9400ZZGLKEB1,gladamd,,,Kelvinbridge SPT Subway Station,,,,Jct of Bank Street,,Off Great Western Road,,,,Inner Circle,,,N0076062,Kelvinbridge,Glasgow,,,,,,0,UKOS,257474,666915,-4.27958664412,55.87425257188,PLT,,,,,,147,2010-12-06T18:07:00,2012-09-14T10:06:00,2,revise,active
9400ZZGLKEB2,gladamg,,,Kelvinbridge SPT Subway Station,,,,Jct of Bank Street,,Off Great Western Road,,,,Outer Circle,,,N0076062,Kelvinbridge,Glasgow,,,,,,0,UKOS,257474,666925,-4.27959190694,55.87434234932,PLT,,,,,,147,2010-12-07T10:06:00,2012-09-14T10:06:00,2,revise,active
9400ZZGLKEL,gladamj,,,Kelvinhall SPT Subway Station,,,,Partick Cross at Byres Road,,Dunbarton Road,,,,,,,ES002978,Partick,Glasgow,,,,,,1,UKOS,256184,666584,-4.30001055254,55.8708975779,MET,,,,,,147,2005-09-26T00:00:00,2012-09-14T10:07:00,2,revise,active
9400ZZGLKEL1,gladamp,,,Kelvinhall SPT Subway Station,,,,Partick Cross at Byres Road,,Dunbarton Road,,,,Inner Circle,,,ES002978,Partick,Glasgow,,,,,,0,UKOS,256184,666579,-4.30000789791,55.87085268979,PLT,,,,,,147,2010-12-07T10:09:00,2012-09-14T10:07:00,2,revise,active
9400ZZGLKEL2,gladamt,,,Kelvinhall SPT Subway Station,,,,Partick Cross at Byres Road,,Dunbarton Road,,,,Outer Circle,,,ES002978,Partick,Glasgow,,,,,,0,UKOS,256184,666589,-4.30001320718,55.87094246601,PLT,,,,,,147,2010-12-07T10:10:00,2012-09-14T10:08:00,2,revise,active
9400ZZGLKIN,gladamw,,,Kinning Park SPT Subway Station,,,,Station building,,Off Cornwall Street,,,,,,,N0076064,Kinning Park,Glasgow,,,,,,0,UKOS,256875,664290,-4.28776573565,55.85050849125,MET,,,,,,147,2005-09-26T00:00:00,2012-09-14T10:08:00,1,revise,active
9400ZZGLKIN1,gladapa,,,Kinning Park SPT Subway Station,,,,Station building,,Off Cornwall Street,,,,Inner Circle,,,N0076064,Kinning Park,Glasgow,,,,,,0,UKOS,256875,664295,-4.28776837415,55.85055337989,PLT,,,,,,147,2010-12-07T10:12:00,2012-09-14T10:09:00,2,revise,active
9400ZZGLKIN2,gladapd,,,Kinning Park SPT Subway Station,,,,Station building,,Off Cornwall Street,,,,Outer Circle,,,N0076064,Kinning Park,Glasgow,,,,,,0,UKOS,256875,664285,-4.28776309716,55.85046360261,PLT,,,,,,147,2010-12-07T10:14:00,2012-09-14T10:09:00,2,revise,active
9400ZZGLPRT,gladapg,,,Partick SPT Subway Station,,,,Station building,,Merkland Street,,,,,,,ES002978,Partick,Glasgow,,,,,,1,UKOS,255637,666484,-4.30869133846,55.86983622479,MET,,,,,,147,2005-09-26T00:00:00,2012-09-14T10:10:00,2,revise,active
9400ZZGLPRT1,gladapj,,,Partick SPT Subway Station,,,,Station building,,Merkland Street,,,,Inner Circle,,,ES002978,Partick,Glasgow,,,,,,0,UKOS,255642,666484,-4.30861150452,55.86983772294,PLT,,,,,,147,2010-12-07T10:15:00,2012-09-14T10:10:00,2,revise,active
9400ZZGLPRT2,gladapm,,,Partick SPT Subway Station,,,,Station building,,Merkland Street,,,,Outer Circle,,,ES002978,Partick,Glasgow,,,,,,0,UKOS,255632,666484,-4.30877117238,55.86983472659,PLT,,,,,,147,2010-12-07T10:26:00,2012-09-14T10:10:00,2,revise,active
9400ZZGLSHL,gladapt,,,Shields Road SPT Subway Station,,,,Station building,,Scotland Street,,,,,,,N0076064,Kinning Park,Glasgow,,,,,,1,UKOS,257648,664201,-4.27538255433,55.84993831696,MET,,,,,,147,2005-09-26T00:00:00,2012-09-14T10:11:00,2,revise,active
9400ZZGLSHL1,gladapw,,,Shields Road SPT Subway Station,,,,Station building,,Scotland Street,,,,Inner Circle,,,N0076064,Kinning Park,Glasgow,,,,,,0,UKOS,257648,664206,-4.2753851785,55.849983206,PLT,,,,,,147,2010-12-07T10:28:00,2012-09-14T10:11:00,2,revise,active
9400ZZGLSHL2,gladata,,,Shields Road SPT Subway Station,,,,Station building,,Scotland Street,,,,Outer Circle,,,N0076064,Kinning Park,Glasgow,,,,,,0,UKOS,257648,664196,-4.27537993017,55.84989342793,PLT,,,,,,147,2010-12-07T10:30:00,2012-09-14T10:12:00,2,revise,active
9400ZZGLSTE,gladatd,,,St Enoch SPT Subway Station,,,,Station building,,St Enoch Square,,,,,,,ES003921,Glasgow,,,,,,,1,UKOS,258935,664975,-4.25524572622,55.85726550166,MET,,,,,,147,2005-09-26T00:00:00,2012-09-14T10:13:00,2,revise,active
9400ZZGLSTE1,gladatg,,,St Enoch SPT Subway Station,,,,Station building,,St Enoch Square,,,,Inner Circle,,,ES003921,Glasgow,,,,,,,0,UKOS,258930,664975,-4.25532553734,55.85726403834,PLT,,,,,,147,2010-12-07T10:32:00,2012-09-14T10:13:00,2,revise,active
9400ZZGLSTE2,gladatj,,,St Enoch SPT Subway Station,,,,Station building,,St Enoch Square,,,,Outer Circle,,,ES003921,Glasgow,,,,,,,0,UKOS,258940,664975,-4.25516591509,55.85726696494,PLT,,,,,,147,2010-12-07T10:34:00,2012-09-14T10:14:00,2,revise,active
9400ZZGLSTG,gladatm,,,St Georges Cross SPT Subway Station,,,,Jct Maryhill Road,,Off Great Western Road,,,,,,,N0076072,St Georges Cross,Glasgow,,,,,,1,UKOS,258113,666554,-4.2691933216,55.8712002241,MET,,,,,,147,2005-09-26T00:00:00,2012-09-14T10:14:00,2,revise,active
9400ZZGLSTG1,gladatp,,,St Georges Cross SPT Subway Station,,,,Jct Maryhill Road,,Off Great Western Road,,,,Inner Circle,,,N0076072,St Georges Cross,Glasgow,,,,,,0,UKOS,258108,666554,-4.26927316053,55.87119875149,PLT,,,,,,147,2010-12-07T10:36:00,2012-09-14T10:15:00,2,revise,active
9400ZZGLSTG2,gladatw,,,St Georges Cross SPT Subway Station,,,,Jct Maryhill Road,,Off Great Western Road,,,,Outer Circle,,,N0076072,St Georges Cross,Glasgow,,,,,,0,UKOS,258118,666554,-4.26911348267,55.87120169666,PLT,,,,,,147,2010-12-07T10:38:00,2012-09-14T10:16:00,2,revise,active
9400ZZGLWES,gladawa,,,West Street SPT Subway Station,,,,Station building,,West Street,,,,,,,N0076074,Tradeston,Glasgow,,,,,,0,UKOS,258238,664137,-4.265933243,55.84953756907,MET,,,,,,147,2005-09-26T00:00:00,2012-09-14T10:16:00,2,revise,active
9400ZZGLWES1,gladawd,,,West Street SPT Subway Station,,,,Station building,,West Street,,,,Inner Circle,,,N0076074,Tradeston,Glasgow,,,,,,0,UKOS,258238,664142,-4.26593585623,55.84958245839,PLT,,,,,,147,2010-12-07T10:39:00,2012-09-14T10:16:00,2,revise,active
9400ZZGLWES2,gladawg,,,West Street SPT Subway Station,,,,Station building,,West Street,,,,Outer Circle,,,N0076074,Tradeston,Glasgow,,,,,,0,UKOS,258238,664132,-4.26593062977,55.84949267974,PLT,,,,,,147,2010-12-07T10:41:00,2012-09-14T10:17:00,2,revise,active
9400ZZGOLLD,,,,Victoria Station (Great Orme Tramway),,,,,,-,,,,,,,E0054169,Llandudno,,,,,,,0,UKOS,277844,382713,-3.83561854162,53.32719400135,MET,,,,,,147,2008-10-14T15:14:00,2008-10-15T14:42:00,1,revise,active
9400ZZGOSUM,,,,Summit Station (Great Orme Tramway),,,,,,-,,,,,,,E0036573,Great Orme,,,,,,,0,UKOS,276643,383352,-3.85389008522,53.33265599701,MET,,,,,,147,2008-10-14T15:12:00,2008-10-15T14:41:00,1,revise,active
9400ZZGRCRC,,,,Cheltenham Racecourse (Gloucs Warwicks Railway),,,,,,-,,,,,,,E0057404,Cheltenham,,,,,,,0,UKOS,395331,225037,-2.06930156189,51.92383417948,MET,,,,,,147,2009-05-21T15:18:00,2009-05-21T15:27:00,1,revise,active
9400ZZGRGOT,,,,Gotherington (Gloucs Warwicks Railway),,,,,,-,,,,,,,E0046662,Gotherington,,,,,,,0,UKOS,397506,229864,-2.0377105881,51.96724709247,MET,,,,,,147,2011-05-05T15:33:00,2011-05-05T15:37:00,1,revise,active
9400ZZGRGOT1,,,,Gotherington (Gloucs Warwicks Railway),,,,,,-,,,,Platform 1,,,E0046662,Gotherington,,,,,,,0,UKOS,397498,229859,-2.03782699379,51.96720210115,PLT,,,,,,147,2011-05-05T15:35:00,2011-05-05T15:37:00,1,revise,active
9400ZZGRLAV,,,,Laverton (Gloucs Warwicks Railway),,,,,,-,,,,,,,E0012458,Laverton,,,,,,,0,UKOS,406669,235863,-1.90422411068,52.02114972546,MET,,,,,,147,2011-05-05T15:31:00,2011-05-05T15:36:00,1,revise,active
9400ZZGRLAV1,,,,Laverton (Gloucs Warwicks Railway),,,,,,-,,,,Platform 1,,,E0012458,Laverton,,,,,,,0,UKOS,406671,235865,-1.90419492648,52.02116768313,PLT,,,,,,147,2011-05-05T15:32:00,2011-05-05T15:36:00,1,revise,active
9400ZZGRTOD,,,,Toddington (Gloucs Warwicks Railway),,,,,,-,,,,,,,E0046689,Toddington,,,,,,,0,UKOS,405020,232287,-1.92830611059,51.98901608867,MET,,,,,,147,2009-05-21T15:22:00,2009-05-21T15:28:00,1,revise,active
9400ZZGRWCH,,,,Winchcombe (Gloucs Warwicks Railway),,,,,,-,,,,,,,E0012447,Greet,,,,,,,0,UKOS,402600,229780,-1.96356559008,51.96649243828,MET,,,,,,147,2009-05-21T15:23:00,2010-12-20T11:41:00,2,revise,active
9400ZZGWNTH,,,,Gatwick North Terminal Shuttle Station,,,,North Terminal,,North Terminal,,,,,,,N0061431,Gatwick Airport,,,,,,,0,UKOS,527611,141777,-0.17643603616,51.1610214137,MET,,,,,,147,2006-12-01T00:00:00,2008-07-14T13:11:00,3,revise,active
9400ZZGWNTH0,,,,Gatwick North Terminal Shuttle Station,,,,North Terminal,,North Terminal,,,,,,,N0061431,Gatwick Airport,,,,,,,0,UKOS,527611,141779,-0.17643532736,51.16103938856,PLT,,,,,,147,2009-02-09T16:02:00,2009-02-09T16:04:00,1,revise,active
9400ZZGWSTH,,,,Gatwick South Terminal Shuttle Station,,,,South Terminal,,South Terminal,,,,,,,N0061431,Gatwick Airport,,,,,,,0,UKOS,528661,141385,-0.16156846111,51.15726342041,MET,,,,,,147,2006-12-01T00:00:00,2008-07-14T13:13:00,4,revise,active
9400ZZGWSTH0,,,,Gatwick South Terminal Shuttle Station,,,,South Terminal,,South Terminal,,,,,,,N0061431,Gatwick Airport,,,,,,,0,UKOS,528661,141383,-0.16156917559,51.15724544569,PLT,,,,,,147,2009-02-09T16:03:00,2009-02-09T16:05:00,1,revise,active
9400ZZIWASH,,,,Ashey (Isle of Wight Steam Railway),,,,,,-,,,,,,,E0038818,Ashey,,,,,,,0,UKOS,457790,88830,-1.1831368427,50.69625469218,MET,,,,,,147,2008-10-14T15:16:00,2008-10-15T15:40:00,1,revise,active
9400ZZIWASH1,,,,Ashey (Isle of Wight Steam Railway),,,,,,-,,,,,,,E0038818,Ashey,,,,,,,0,UKOS,457791,88831,-1.18312252947,50.6962635848,PLT,,,,,,147,2010-04-12T12:22:00,2010-04-12T12:30:00,1,revise,active
9400ZZIWHVS,,,,Havenstreet (Isle of Wight Steam Railway),,,,,,-,,,,,,,E0038880,Havenstreet,,,,,,,0,UKOS,455521,89789,-1.21511559266,50.70509847681,MET,,,,,,147,2008-10-14T15:23:00,2011-02-07T14:04:00,3,revise,active
9400ZZIWHVS1,,,,Havenstreet (Isle of Wight Steam Railway),,,,,,-,,,,,,,E0038880,Havenstreet,,,,,,,0,UKOS,455541,89726,-1.21484185328,50.70453008394,PLT,,,,,,147,2010-04-12T12:25:00,2010-04-12T12:31:00,1,revise,active
9400ZZIWSBJ,,,,Smallbrook Junction (Isle of Wight Steam Railway,,,,,,-,,,,,,,N0065253,Westridge,Ryde,,,,,,0,UKOS,459800,90490,-1.15441292523,50.71097813598,MET,,,,,,147,2009-10-28T15:23:00,2009-12-04T16:46:00,2,revise,active
9400ZZIWSBJ1,,,,Smallbrook Junction (Isle of Wight Steam Railway,,,,,,-,,,,,,,N0065253,Westridge,Ryde,,,,,,0,UKOS,459801,90491,-1.15439860209,50.710987025,PLT,,,,,,147,2010-04-12T12:27:00,2010-04-12T12:33:00,1,revise,active
9400ZZIWWOO,,,,Wootton (Isle of Wight Steam Railway),,,,,,-,,,,,,,E0053424,Wootton,,,,,,,0,UKOS,453600,91331,-1.24209334634,50.71914387822,MET,,,,,,147,2008-10-14T15:25:00,2010-04-22T15:45:00,4,revise,active
9400ZZIWWOO1,,,,Wootton (Isle of Wight Steam Railway),,,,,,-,,,,,,,E0053424,Wootton,,,,,,,0,UKOS,453601,91332,-1.24207903717,50.71915277807,PLT,,,,,,147,2010-04-12T12:29:00,2010-04-22T15:45:00,2,revise,active
9400ZZKDDRM,,,,Drummuir (Keith and Dufftown Railway),,,,TBA,,-,,,,Platform 1,,,N0066935,Drummuir,,,,,,,0,UKOS,337740,844133,-3.04003145339,57.48314345226,MET,,,,,,147,2006-07-26T00:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZKDDUF,,,,Dufftown (Keith and Dufftown Railway),,,,NA,,-,,,,Platform 1,,,ES001082,Dufftown,,,,,,,0,UKOS,332258,841404,-3.13068390694,57.45784789083,MET,,,,,,147,2006-07-26T00:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZKDKTN,,,,Keith Town (Keith and Dufftown Railway),,,,TBA,,Church Road,,,,Platform 1,,,ES001929,Keith,,,,,,,0,UKOS,342894,850800,-2.95565149385,57.54370081959,MET,,,,,,147,2006-07-26T00:00:00,2006-07-26T00:00:00,0,new,active
9400ZZKEBOD,,,,Bodiam (Kent & East Sussex Railway),,,,,,-,,,,,,,E0046066,Bodiam,,,,,,,0,UKOS,578315,125000,0.53974734094,50.99676756601,MET,,,,,,147,2008-10-14T15:46:00,2010-12-20T11:39:00,2,revise,active
9400ZZKEBOD1,,,,Bodiam (Kent & East Sussex Railway),,,,,,-,,,,,,,E0046066,Bodiam,,,,,,,0,UKOS,578331,125031,0.5399903247,50.99704109726,PLT,,,,,,147,2010-04-12T12:36:00,2010-04-12T14:04:00,1,revise,active
9400ZZKENTM,,,,Northiam (Kent & East Sussex Railway),,,,,,-,,,,,,,E0046083,Northiam,,,,,,,0,UKOS,583515,126600,0.61457808678,51.00950670496,MET,,,,,,147,2008-10-14T16:00:00,2010-12-20T11:40:00,2,revise,active
9400ZZKENTM1,,,,Northiam (Kent & East Sussex Railway),,,,,,-,,,,,,,E0046083,Northiam,,,,,,,0,UKOS,583561,126591,0.61522852366,51.00941119304,PLT,,,,,,147,2010-04-12T12:38:00,2010-04-12T14:05:00,1,revise,active
9400ZZKERLV,,,,Rolvenden Rail Station (KESR),,,,,,-,,,,,,,E0047104,Rolvenden,,,,,,,0,UKOS,586465,132840,0.65979037023,51.06460949509,MET,,,,,,147,2008-10-14T16:01:00,2009-12-22T13:00:00,2,revise,active
9400ZZKERLV1,,,,Rolvenden Rail Station (KESR),,,,,,-,,,,,,,E0047104,Rolvenden,,,,,,,0,UKOS,586466,132841,0.65980514051,51.06461815298,PLT,,,,,,147,2010-04-12T12:42:00,2010-04-12T14:05:00,1,revise,active
9400ZZKETTN,,,,Tenterden Town Rail Station (KESR),,,,,,-,,,,,,,E0047112,Tenterden,,,,,,,0,UKOS,588220,133525,0.68516404619,51.07019007579,MET,,,,,,147,2008-10-14T16:02:00,2009-12-22T13:00:00,2,revise,active
9400ZZKETTN1,,,,Tenterden Town Rail Station (KESR),,,,,,-,,,,,,,E0047112,Tenterden,,,,,,,0,UKOS,588221,133526,0.6851788229,51.07019873036,PLT,,,,,,147,2010-04-12T12:47:00,2010-04-12T14:05:00,1,revise,active
9400ZZKEWRD,,,,Wittersham Road Rail Station (KESR),,,,,,-,,,,,,,E0014485,Rolvenden Layne,Rolvenden,,,,,,0,UKOS,586626,128716,0.65996174462,51.02751355443,MET,,,,,,147,2008-10-14T16:03:00,2009-12-22T12:59:00,3,revise,active
9400ZZKEWRD1,,,,Wittersham Road Rail Station (KESR),,,,,,-,,,,,,,E0014485,Rolvenden Layne,Rolvenden,,,,,,0,UKOS,586627,128717,0.65997650286,51.02752221252,PLT,,,,,,147,2010-04-12T12:49:00,2010-04-12T14:06:00,1,revise,active
9400ZZKWDMM,,,,Damems (Keighley & Worth Valley Railway),,,,,,-,,,,,,,E0032784,Hainworth,Keighley,,,,,,0,UKOS,405075,438860,-1.92434762413,53.84595901523,MET,,,,,,147,2008-10-14T15:27:00,2010-07-23T15:16:00,2,revise,active
9400ZZKWHAW,,,,Haworth (Keighley & Worth Valley Railway),,,,,,-,,,,,,,E0032817,Haworth,Keighley,,,,,,0,UKOS,403462,437220,-1.94888166753,53.83123177402,MET,,,,,,147,2008-10-14T15:31:00,2010-07-23T15:17:00,2,revise,active
9400ZZKWIGN,,,,Ingrow West (Keighley & Worth Valley Railway),,,,,,-,,,,,,,N0077025,Ingrow,Keighley,,,,,,0,UKOS,405690,439730,-1.91498437665,53.85377222243,MET,,,,,,147,2008-10-14T15:36:00,2010-07-23T15:17:00,2,revise,active
9400ZZKWOAK,,,,Oakworth (Keighley & Worth Valley Railway),,,,,,-,,,,,,,E0033331,Oakworth,Keighley,,,,,,0,UKOS,403925,438345,-1.94183299757,53.84133996469,MET,,,,,,147,2008-10-14T15:40:00,2010-07-23T15:18:00,2,revise,active
9400ZZKWOXH,,,,Oxenhope (Keighley & Worth Valley Railway),,,,,,-,,,,,,,E0052822,Oxenhope,Keighley,,,,,,0,UKOS,403225,435396,-1.95250103831,53.81483929171,MET,,,,,,147,2008-10-14T15:42:00,2008-10-15T16:09:00,1,revise,active
9400ZZLHHVT,,,,Haverthwaite (Lakeside and Haverthwaite Rly),,,,TBA,,-,,,,Platform 1,,,E0044890,Haverthwaite,,,,,,,0,UKOS,334943,484240,-2.99995721463,54.24968956043,MET,,,,,,147,2006-09-08T00:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZLHLKS,,,,Lakeside (Lakeside & Haverthwaite Rly),,,,TBA,,Lakeside Car Park,,,,Platform 1,,,E0006318,Lakeside,,,,,,,0,UKOS,337871,487393,-2.95568236207,54.27838685243,MET,,,,,,147,2006-09-08T00:00:00,2006-09-08T00:00:00,0,new,active
9400ZZLHNBR,,,,Newby Bridge (Lakeside and Haverthwaite Rly),,,,Newby Bridge,,-,,,,Platform 1,,,E0006365,Newby Bridge,,,,,,,0,UKOS,336644,486412,-2.97431568233,54.26942081369,MET,,,,,,147,2006-09-08T00:00:00,2007-09-26T09:00:00,1,revise,active
9400ZZLLBER,,,,Berwyn (Llangollen Railway),,,,,,-,,,,,,,N0071191,Berwyn,,,,,,,0,UKOS,319844,343165,-3.19527049833,52.97981405265,MET,,,,,,147,2008-10-14T16:06:00,2008-10-15T16:19:00,1,revise,active
9400ZZLLCAR,,,,Carrog (Llangollen Railway),,,,,,-,,,,,,,E0036707,Carrog,,,,,,,0,UKOS,311780,343524,-3.31543860953,52.98177213772,MET,,,,,,147,2008-10-14T16:07:00,2008-10-15T16:24:00,1,revise,active
9400ZZLLGLN,,,,Glyndyfrdwy (Llangollen Railway),,,,,,-,,,,,,,E0036732,Glyndyfrdwy,,,,,,,0,UKOS,315039,342893,-3.2667448161,52.97662852885,MET,,,,,,147,2008-10-14T16:09:00,2008-10-15T16:25:00,1,revise,active
9400ZZLLLAN,,,,Llangollen (Llangollen Railway),,,,,,-,,,,,,,E0054212,Llangollen,,,,,,,0,UKOS,321440,342216,-3.17127486369,52.97152170867,MET,,,,,,147,2008-10-14T16:11:00,2008-10-15T16:26:00,1,revise,active
9400ZZLUACT,,,,Acton Town Underground Station,,,,TBA,,-,,,,,,,N0077624,Acton Town,Acton,,,,,,0,UKOS,519446,179637,-0.28046170652,51.50305703489,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T08:56:00,2,revise,active
9400ZZLUACT1,,,,Acton Town Underground Station,,,,,,-,,,,,,,N0077624,Acton Town,Acton,,,,,,0,UKOS,519473,179619,-0.28007898033,51.50288956049,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUACT2,,,,Acton Town Underground Station,,,,,,-,,,,,,,N0077624,Acton Town,Acton,,,,,,0,UKOS,519478,179614,-0.28000866938,51.50284356756,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUACT3,,,,Acton Town Underground Station,,,,,,-,,,,,,,N0077624,Acton Town,Acton,,,,,,0,UKOS,519484,179610,-0.27992361964,51.50280635081,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUACT4,,,,Acton Town Underground Station,,,,,,-,,,,,,,N0077624,Acton Town,Acton,,,,,,0,UKOS,519489,179605,-0.27985330899,51.5027603578,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUACY,,,,Archway Underground Station,,,,TBA,,-,,,,,,,N0065112,Archway,London,,,,,,0,UKOS,529377,186826,-0.13481906098,51.56547821489,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T09:55:00,2,revise,active
9400ZZLUACY1,,,,Archway Underground Station,,,,,,-,,,,,,,N0065112,Archway,London,,,,,,0,UKOS,529394,186793,-0.13458607245,51.56517776059,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T09:55:00,3,revise,active
9400ZZLUADE,,,,Aldgate East Underground Station,,,,TBA,,-,,,,,,,N0077625,Aldgate East,London,,,,,,0,UKOS,533852,181329,-0.07238357997,51.51503708469,MET,,,,,,147,2005-09-26T00:00:00,2008-02-14T08:57:00,2,revise,active
9400ZZLUADE1,,,,Aldgate East Underground Station,,,,,,-,,,,,,,N0077625,Aldgate East,London,,,,,,0,UKOS,533922,181375,-0.07135792795,51.51543388238,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUADE2,,,,Aldgate East Underground Station,,,,,,-,,,,,,,N0077625,Aldgate East,London,,,,,,0,UKOS,533929,181380,-0.07125520993,51.51547715618,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUAGL,,,,Angel Underground Station,,,,TBA,,-,,,,,,,N0077627,Angel,London,,,,,,0,UKOS,531476,183224,-0.1058984981,51.53262395857,MET,,,,,,147,2005-09-26T00:00:00,2013-04-05T11:33:00,3,revise,active
9400ZZLUAGL1,,,,Angel Underground Station,,,,,,-,,,,,,,N0077627,Angel,London,,,,,,0,UKOS,531476,183139,-0.10593020445,51.53186010632,PLT,,,,,,147,2006-02-15T00:00:00,2007-09-26T09:00:00,2,revise,active
9400ZZLUALD,,,,Aldgate Underground Station,,,,TBA,,-,,,,,,,E0034191,Aldgate,City of London,,,,,,0,UKOS,533625,181235,-0.07568860688,51.51424605401,MET,,,,,,147,2005-09-26T00:00:00,2010-06-23T15:10:00,3,revise,active
9400ZZLUALD1,,,,Aldgate Underground Station,,,,,,-,,,,,,,E0034191,Aldgate,City of London,,,,,,0,UKOS,533635,181229,-0.07554685426,51.51418977271,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T09:11:00,3,revise,active
9400ZZLUALD2,,,,Aldgate Underground Station,,,,,,-,,,,,,,E0034191,Aldgate,City of London,,,,,,0,UKOS,533638,181224,-0.07550554056,51.51414413191,PLT,,,,,,147,2006-02-15T00:00:00,2008-02-14T09:14:00,3,revise,active
